0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
3485,1369,1855,132,1284,3374,472,990,3756,3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541
1369,1855,132,1284,3374,472,990,3756,3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403
1855,132,1284,3374,472,990,3756,3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212
132,1284,3374,472,990,3756,3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500
1284,3374,472,990,3756,3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281
3374,472,990,3756,3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160
472,990,3756,3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684
990,3756,3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570
3756,3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877
3176,722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880
722,2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224
2751,1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868
1718,2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726
2884,1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571
1937,156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124
156,1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234
1627,1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339
1066,1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447
1426,469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929
469,301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187
301,1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510
1256,723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318
723,476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071
476,1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877
1541,1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616
1978,3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428
3899,2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137
2147,1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658
1085,3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295
3540,2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815
2629,1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045
1505,3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802
3239,2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509
2188,3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374
3231,3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696
3897,842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461
842,906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224
906,3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204
3879,1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981
1695,2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914
2817,541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051
541,403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473
403,2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991
2212,1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372
1500,3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313
3281,2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809
2160,2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206
2684,570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499
570,2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975
2877,1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367
1880,1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513
1224,868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318
868,2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402
2726,1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685
1571,2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609
2124,1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501
1234,1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636
1339,2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175
2447,929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842
929,2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610
2187,3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898
3510,318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357
318,4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403
4071,3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330
3877,1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686
1616,1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578
1428,1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659
1137,1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319
1658,3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230
3295,2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159
2815,2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147
2045,3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595
3802,1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295
1509,1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905
1374,1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111
1696,1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959
1461,2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911
2224,2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910
2204,2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254
2981,2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439
2914,2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133
2051,2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731
2473,3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835
3991,2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804
2372,2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425
2313,2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190
2809,3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117
3206,3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573
3499,1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986
1975,3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524
3367,513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672
513,2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380
2318,1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138
1402,1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109
1685,1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828
1609,1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155
1501,3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739
3636,175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418
175,3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574
3842,3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175
3610,1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257
1898,2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272
2357,403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075
403,1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133
1330,2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674
2686,3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008
3578,1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706
1659,1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706,3123
1319,1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706,3123,3911
1230,3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706,3123,3911,1749
3159,1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706,3123,3911,1749,1115
1147,2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706,3123,3911,1749,1115,2314
2595,1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706,3123,3911,1749,1115,2314,566
1295,2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706,3123,3911,1749,1115,2314,566,2916
2905,3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706,3123,3911,1749,1115,2314,566,2916,3651
3111,959,2911,1910,1254,439,2133,3731,1835,1804,1425,190,2117,573,3986,524,672,2380,1138,1109,1828,2155,3739,3418,1574,3175,257,1272,3075,1133,3674,1008,2706,3123,3911,1749,1115,2314,566,2916,3651,2381
